story_id,request_by_id,owner_id
77451430,1420764,1462570
77451432,1420764,1462570
77451434,1420764,1420764
77451436,1420764,1462570
77451438,1420764,1462570
86456074,1462570,1420764
86456396,1462570,1420764
86471332,1462570,1462570
86471904,1462570,1420764
86472102,1462570,1462570
86473072,1420764,1420764
86473092,1420764,1420764
